Source,Target,Type
"family:Heterodontidae","order:Heterodontiformes","MEMBER_OF"
"family:Heterodontidae","modality:Photoreception","HAS_SENSE"
"family:Heterodontidae","modality:Electroreception","HAS_SENSE"
"family:Heterodontidae","modality:Chemoreception","HAS_SENSE"
"family:Heterodontidae","modality:Mechanoreception","HAS_SENSE"
"family:Scalpellidae","order:Scalpellomorpha","MEMBER_OF"
"family:Scalpellidae","modality:Chemoreception","HAS_SENSE"
"family:Scalpellidae","modality:Mechanoreception","HAS_SENSE"
"family:Longidoridae","order:Nematoda","MEMBER_OF"
"family:Longidoridae","modality:Chemoreception","HAS_SENSE"
"family:Longidoridae","modality:Mechanoreception","HAS_SENSE"
"family:Longidoridae","modality:Photoreception","HAS_SENSE"
"family:Idiosepiidae","order:Idiosepida","MEMBER_OF"
"family:Idiosepiidae","modality:Photoreception","HAS_SENSE"
"family:Idiosepiidae","modality:Mechanoreception","HAS_SENSE"
"family:Idiosepiidae","modality:Chemoreception","HAS_SENSE"
"family:Plagioeciidae","order:Cyclostomatida","MEMBER_OF"
"family:Oneirodidae","order:Lophiiformes","MEMBER_OF"
"family:Oneirodidae","modality:Photoreception","HAS_SENSE"
"family:Oneirodidae","modality:Mechanoreception","HAS_SENSE"
"family:Oneirodidae","modality:Chemoreception","HAS_SENSE"
"family:Ginglymostomatidae","order:Orectolobiformes","MEMBER_OF"
"family:Ginglymostomatidae","modality:Photoreception","HAS_SENSE"
"family:Ginglymostomatidae","modality:Chemoreception","HAS_SENSE"
"family:Ginglymostomatidae","modality:Electroreception","HAS_SENSE"
"family:Ginglymostomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Casuariidae","order:Unknown","MEMBER_OF"
"family:Casuariidae","modality:Photoreception","HAS_SENSE"
"family:Casuariidae","modality:Mechanoreception","HAS_SENSE"
"family:Eupyrgidae","order:Unknown","MEMBER_OF"
"family:Eupyrgidae","modality:Mechanoreception","HAS_SENSE"
"family:Eupyrgidae","modality:Chemoreception","HAS_SENSE"
"family:Chthamalophilidae","order:Rhizocephala","MEMBER_OF"
"family:Chthamalophilidae","modality:Chemoreception","HAS_SENSE"
"family:Chthamalophilidae","modality:Mechanoreception","HAS_SENSE"
"family:Leptosomidae","order:Leptosomiformes","MEMBER_OF"
"family:Leptosomidae","modality:Photoreception","HAS_SENSE"
"family:Leptosomidae","modality:Mechanoreception","HAS_SENSE"
"family:Acrobothriidae","order:Spathebothriidea","MEMBER_OF"
"family:Acrobothriidae","modality:Chemoreception","HAS_SENSE"
"family:Acrobothriidae","modality:Mechanoreception","HAS_SENSE"
"family:Mylodontidae","order:Pilosa","MEMBER_OF"
"family:Mylodontidae","modality:Mechanoreception","HAS_SENSE"
"family:Inocelliidae","order:Unknown","MEMBER_OF"
"family:Cleidogonidae","order:Chordeumatida","MEMBER_OF"
"family:Cleidogonidae","modality:Chemoreception","HAS_SENSE"
"family:Cleidogonidae","modality:Mechanoreception","HAS_SENSE"
"family:Kollikodontidae","order:Monotremata (inferred)","MEMBER_OF"
"family:Lepismatidae","order:Zygentoma","MEMBER_OF"
"family:Lepismatidae","modality:Photoreception","HAS_SENSE"
"family:Lepismatidae","modality:Mechanoreception","HAS_SENSE"
"family:Lepismatidae","modality:Chemoreception","HAS_SENSE"
"family:Porocephalidae","order:Porocephalida","MEMBER_OF"
"family:Porocephalidae","modality:Chemoreception","HAS_SENSE"
"family:Porocephalidae","modality:Mechanoreception","HAS_SENSE"
"family:Leptochitonidae","order:Polyplacophora","MEMBER_OF"
"family:Leptochitonidae","modality:Chemoreception","HAS_SENSE"
"family:Leptochitonidae","modality:Mechanoreception","HAS_SENSE"
"family:Brachionidae","order:Ploima","MEMBER_OF"
"family:Corbulidae","order:Myida","MEMBER_OF"
"family:Corbulidae","modality:Mechanoreception","HAS_SENSE"
"family:Corbulidae","modality:Chemoreception","HAS_SENSE"
"family:Crassodontidanidae","order:Unknown","MEMBER_OF"
"family:Microhylidae","order:Anura","MEMBER_OF"
"family:Microhylidae","modality:Photoreception","HAS_SENSE"
"family:Microhylidae","modality:Mechanoreception","HAS_SENSE"
"family:Microhylidae","modality:Chemoreception","HAS_SENSE"
"family:Molgulidae","order:Ascidiacea","MEMBER_OF"
"family:Archembiidae","order:Embioptera","MEMBER_OF"
"family:Archembiidae","modality:Mechanoreception","HAS_SENSE"
"family:Siphonophoridae","order:Siphonophorida","MEMBER_OF"
"family:Siphonophoridae","modality:Chemoreception","HAS_SENSE"
"family:Siphonophoridae","modality:Mechanoreception","HAS_SENSE"
"family:Unionidae","order:Unionida","MEMBER_OF"
"family:Unionidae","modality:Mechanoreception","HAS_SENSE"
"family:Unionidae","modality:Chemoreception","HAS_SENSE"
"family:Spondylidae","order:Unknown","MEMBER_OF"
"family:Spondylidae","modality:Mechanoreception","HAS_SENSE"
"family:Spondylidae","modality:Chemoreception","HAS_SENSE"
"family:Echinophallidae","order:Bothriocephalidea","MEMBER_OF"
"family:Caprimulgidae","order:Caprimulgiformes","MEMBER_OF"
"family:Caprimulgidae","modality:Photoreception","HAS_SENSE"
"family:Caprimulgidae","modality:Mechanoreception","HAS_SENSE"
"family:Pristiophoridae","order:Pristiophoriformes","MEMBER_OF"
"family:Pristiophoridae","modality:Mechanoreception","HAS_SENSE"
"family:Pristiophoridae","modality:Electroreception","HAS_SENSE"
"family:Pristiophoridae","modality:Photoreception","HAS_SENSE"
"family:Pristiophoridae","modality:Chemoreception","HAS_SENSE"
"family:Cimolichthyidae","order:Aulopiformes","MEMBER_OF"
"family:Cimolichthyidae","modality:Photoreception","HAS_SENSE"
"family:Cimolichthyidae","modality:Mechanoreception","HAS_SENSE"
"family:Cimolichthyidae","modality:Chemoreception","HAS_SENSE"
"family:Cephalobaenidae","order:Pentastomida","MEMBER_OF"
"family:Notenteridae","order:Fecampiida","MEMBER_OF"
"family:Nebaliopsididae","order:Leptostraca","MEMBER_OF"
"family:Nebaliopsididae","modality:Mechanoreception","HAS_SENSE"
"family:Nebaliopsididae","modality:Chemoreception","HAS_SENSE"
"family:Craugastoridae","order:Anura","MEMBER_OF"
"family:Craugastoridae","modality:Photoreception","HAS_SENSE"
"family:Craugastoridae","modality:Mechanoreception","HAS_SENSE"
"family:Craugastoridae","modality:Chemoreception","HAS_SENSE"
"family:Arachnidiidae","order:Ctenostomatida","MEMBER_OF"
"family:Dendyidae","order:Unknown","MEMBER_OF"
"family:Dendyidae","modality:Mechanoreception","HAS_SENSE"
"family:Dendyidae","modality:Chemoreception","HAS_SENSE"
"family:Dreissenidae","order:Not Applicable","MEMBER_OF"
"family:Dreissenidae","modality:Mechanoreception","HAS_SENSE"
"family:Dreissenidae","modality:Chemoreception","HAS_SENSE"
"family:Melanodrymiidae","order:Unknown","MEMBER_OF"
"family:Melanodrymiidae","modality:Chemoreception","HAS_SENSE"
"family:Melanodrymiidae","modality:Mechanoreception","HAS_SENSE"
"family:Goniasteridae","order:Valvatida","MEMBER_OF"
"family:Goniasteridae","modality:Chemoreception","HAS_SENSE"
"family:Goniasteridae","modality:Mechanoreception","HAS_SENSE"
"family:Trichoplacidae","order:N/A","MEMBER_OF"
"family:Trichoplacidae","modality:Mechanoreception","HAS_SENSE"
"family:Trichoplacidae","modality:Chemoreception","HAS_SENSE"
"family:Amphiuridae","order:Unknown","MEMBER_OF"
"family:Amphiuridae","modality:Chemoreception","HAS_SENSE"
"family:Amphiuridae","modality:Mechanoreception","HAS_SENSE"
"family:Amphiuridae","modality:Photoreception","HAS_SENSE"
"family:Leporidae","order:Lagomorpha","MEMBER_OF"
"family:Leporidae","modality:Photoreception","HAS_SENSE"
"family:Leporidae","modality:Mechanoreception","HAS_SENSE"
"family:Leporidae","modality:Chemoreception","HAS_SENSE"
"family:Rhizostomatidae","order:Scyphozoa","MEMBER_OF"
"family:Rhizostomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Rhizostomatidae","modality:Chemoreception","HAS_SENSE"
"family:Veneridae","order:Unknown","MEMBER_OF"
"family:Veneridae","modality:Mechanoreception","HAS_SENSE"
"family:Veneridae","modality:Chemoreception","HAS_SENSE"
"family:Tetrastemmatidae","order:Monostilifera","MEMBER_OF"
"family:Tupaiidae","order:Scandentia","MEMBER_OF"
"family:Tupaiidae","modality:Photoreception","HAS_SENSE"
"family:Tupaiidae","modality:Chemoreception","HAS_SENSE"
"family:Tupaiidae","modality:Mechanoreception","HAS_SENSE"
"family:Stephanoberycidae","order:Beryciformes","MEMBER_OF"
"family:Stephanoberycidae","modality:Chemoreception","HAS_SENSE"
"family:Stephanoberycidae","modality:Mechanoreception","HAS_SENSE"
"family:Dromaiidae","order:Not specified in context","MEMBER_OF"
"family:Dromaiidae","modality:Photoreception","HAS_SENSE"
"family:Dromaiidae","modality:Mechanoreception","HAS_SENSE"
"family:Pelecanidae","order:Pelecaniformes","MEMBER_OF"
"family:Pelecanidae","modality:Photoreception","HAS_SENSE"
"family:Pelecanidae","modality:Mechanoreception","HAS_SENSE"
"family:Epizoanthidae","order:Unknown","MEMBER_OF"
"family:Epizoanthidae","modality:Mechanoreception","HAS_SENSE"
"family:Epizoanthidae","modality:Chemoreception","HAS_SENSE"
"family:Thelyphonidae","order:Uropygi","MEMBER_OF"
"family:Thelyphonidae","modality:Mechanoreception","HAS_SENSE"
"family:Thelyphonidae","modality:Chemoreception","HAS_SENSE"
"family:Cephalotrichidae","order:Palaeonemertea","MEMBER_OF"
"family:Cephalotrichidae","modality:Mechanoreception","HAS_SENSE"
"family:Cephalotrichidae","modality:Chemoreception","HAS_SENSE"
"family:Sphaeriidae","order:Sphaeriida","MEMBER_OF"
"family:Sphaeriidae","modality:Mechanoreception","HAS_SENSE"
"family:Sphaeriidae","modality:Chemoreception","HAS_SENSE"
"family:Centriscidae","order:Syngnathiformes","MEMBER_OF"
"family:Centriscidae","modality:Photoreception","HAS_SENSE"
"family:Centriscidae","modality:Mechanoreception","HAS_SENSE"
"family:Centriscidae","modality:Electroreception","HAS_SENSE"
"family:Vetulinidae","order:Sphaerocladina","MEMBER_OF"
"family:Vetulinidae","modality:Chemoreception","HAS_SENSE"
"family:Vetulinidae","modality:Mechanoreception","HAS_SENSE"
"family:Micropygidae","order:Diadematoida","MEMBER_OF"
"family:Micropygidae","modality:Mechanoreception","HAS_SENSE"
"family:Micropygidae","modality:Chemoreception","HAS_SENSE"
"family:Malletiidae","order:Nuculanida","MEMBER_OF"
"family:Corydalidae","order:Megaloptera","MEMBER_OF"
"family:Corydalidae","modality:Photoreception","HAS_SENSE"
"family:Corydalidae","modality:Mechanoreception","HAS_SENSE"
"family:Corydalidae","modality:Chemoreception","HAS_SENSE"
"family:Umbraculidae","order:Umbraculida","MEMBER_OF"
"family:Umbraculidae","modality:Chemoreception","HAS_SENSE"
"family:Umbraculidae","modality:Mechanoreception","HAS_SENSE"
"family:Melanotaeniidae","order:Not specified in context data","MEMBER_OF"
"family:Melanotaeniidae","modality:Photoreception","HAS_SENSE"
"family:Melanotaeniidae","modality:Mechanoreception","HAS_SENSE"
"family:Melanotaeniidae","modality:Chemoreception","HAS_SENSE"
"family:Arhynchobatidae","order:Rajiformes","MEMBER_OF"
"family:Arhynchobatidae","modality:Electroreception","HAS_SENSE"
"family:Arhynchobatidae","modality:Mechanoreception","HAS_SENSE"
"family:Arhynchobatidae","modality:Photoreception","HAS_SENSE"
"family:Arhynchobatidae","modality:Chemoreception","HAS_SENSE"
"family:Trichogypsiidae","order:Unknown","MEMBER_OF"
"family:Trichogypsiidae","modality:Mechanoreception","HAS_SENSE"
"family:Trichogypsiidae","modality:Chemoreception","HAS_SENSE"
"family:Periphyllidae","order:Unknown","MEMBER_OF"
"family:Chaetostephanidae","order:Priapulida","MEMBER_OF"
"family:Chaetostephanidae","modality:Mechanoreception","HAS_SENSE"
"family:Chaetostephanidae","modality:Chemoreception","HAS_SENSE"
"family:Symbiidae","order:Unknown","MEMBER_OF"
"family:Symbiidae","modality:Chemoreception","HAS_SENSE"
"family:Symbiidae","modality:Mechanoreception","HAS_SENSE"
"family:Ilbiidae","order:Opisthobranchia","MEMBER_OF"
"family:Ilbiidae","modality:Chemoreception","HAS_SENSE"
"family:Ilbiidae","modality:Mechanoreception","HAS_SENSE"
"family:Chromodorididae","order:Nudibranchia","MEMBER_OF"
"family:Chromodorididae","modality:Chemoreception","HAS_SENSE"
"family:Chromodorididae","modality:Mechanoreception","HAS_SENSE"
"family:Perophoridae","order:Phlebobranchia","MEMBER_OF"
"family:Lycaenidae","order:Lepidoptera","MEMBER_OF"
"family:Lycaenidae","modality:Photoreception","HAS_SENSE"
"family:Lycaenidae","modality:Chemoreception","HAS_SENSE"
"family:Lycaenidae","modality:Mechanoreception","HAS_SENSE"
"family:Berycidae","order:Beryciformes","MEMBER_OF"
"family:Berycidae","modality:Photoreception","HAS_SENSE"
"family:Berycidae","modality:Mechanoreception","HAS_SENSE"
"family:Berycidae","modality:Chemoreception","HAS_SENSE"
"family:Erythraeidae","modality:Photoreception","HAS_SENSE"
"family:Erythraeidae","modality:Mechanoreception","HAS_SENSE"
"family:Erythraeidae","modality:Chemoreception","HAS_SENSE"
"family:Opilioacaridae","order:Opilioacarida","MEMBER_OF"
"family:Opilioacaridae","modality:Photoreception","HAS_SENSE"
"family:Opilioacaridae","modality:Mechanoreception","HAS_SENSE"
"family:Opilioacaridae","modality:Chemoreception","HAS_SENSE"
"family:Aplysinellidae","order:Verongiida","MEMBER_OF"
"family:Aplysinellidae","modality:Mechanoreception","HAS_SENSE"
"family:Aplysinellidae","modality:Chemoreception","HAS_SENSE"
"family:Lepidotidae","order:Lepisosteiformes","MEMBER_OF"
"family:Lepidotidae","modality:Mechanoreception","HAS_SENSE"
"family:Lepidotidae","modality:Chemoreception","HAS_SENSE"
"family:Cyprididae","order:Unknown","MEMBER_OF"
"family:Cambojiidae","order:Cambojiida","MEMBER_OF"
"family:Cambojiidae","modality:Mechanoreception","HAS_SENSE"
"family:Fecampiidae","order:Fecampiida","MEMBER_OF"
"family:Fecampiidae","modality:Chemoreception","HAS_SENSE"
"family:Fecampiidae","modality:Mechanoreception","HAS_SENSE"
"family:Longipediidae","order:Polyarthra","MEMBER_OF"
"family:Holasteridae","order:Unknown","MEMBER_OF"
"family:Holasteridae","modality:Mechanoreception","HAS_SENSE"
"family:Holasteridae","modality:Chemoreception","HAS_SENSE"
"family:Umbridae","order:Salmoniformes","MEMBER_OF"
"family:Umbridae","modality:Photoreception","HAS_SENSE"
"family:Umbridae","modality:Chemoreception","HAS_SENSE"
"family:Umbridae","modality:Mechanoreception","HAS_SENSE"
"family:Otohydridae","order:Unknown","MEMBER_OF"
"family:Ptychoceratodontidae","order:Unknown","MEMBER_OF"
"family:Eunicidae","order:Polychaeta","MEMBER_OF"
"family:Eunicidae","modality:Chemoreception","HAS_SENSE"
"family:Eunicidae","modality:Mechanoreception","HAS_SENSE"
"family:Korethrasteridae","order:Velatida","MEMBER_OF"
"family:Korethrasteridae","modality:Chemoreception","HAS_SENSE"
"family:Korethrasteridae","modality:Mechanoreception","HAS_SENSE"
"family:Capillariidae","order:Nematoda","MEMBER_OF"
"family:Capillariidae","modality:Chemoreception","HAS_SENSE"
"family:Capillariidae","modality:Mechanoreception","HAS_SENSE"
"family:Capillariidae","modality:Photoreception","HAS_SENSE"
"family:Falconidae","modality:Photoreception","HAS_SENSE"
"family:Falconidae","modality:Mechanoreception","HAS_SENSE"
"family:Ammotheidae","order:Unknown","MEMBER_OF"
"family:Ammotheidae","modality:Mechanoreception","HAS_SENSE"
"family:Ammotheidae","modality:Chemoreception","HAS_SENSE"
"family:Hymenopodidae","order:Mantodea","MEMBER_OF"
"family:Hymenopodidae","modality:Photoreception","HAS_SENSE"
"family:Hymenopodidae","modality:Mechanoreception","HAS_SENSE"
"family:Thylacomyidae","order:Peramelemorphia","MEMBER_OF"
"family:Thylacomyidae","modality:Photoreception","HAS_SENSE"
"family:Thylacomyidae","modality:Mechanoreception","HAS_SENSE"
"family:Thylacomyidae","modality:Chemoreception","HAS_SENSE"
"family:Linhomoeidae","order:Monhysterida","MEMBER_OF"
"family:Synaptidae","order:Unknown","MEMBER_OF"
"family:Synaptidae","modality:Mechanoreception","HAS_SENSE"
"family:Alpheidae","order:Caridea","MEMBER_OF"
"family:Alpheidae","modality:Photoreception","HAS_SENSE"
"family:Alpheidae","modality:Mechanoreception","HAS_SENSE"
"family:Alpheidae","modality:Chemoreception","HAS_SENSE"
"family:Alpheidae","modality:sound_production","HAS_SENSE"
"family:Fistulariidae","order:Syngnathiformes","MEMBER_OF"
"family:Fistulariidae","modality:Photoreception","HAS_SENSE"
"family:Fistulariidae","modality:Mechanoreception","HAS_SENSE"
"family:Pectinidae","order:Ostreida","MEMBER_OF"
"family:Pectinidae","modality:Photoreception","HAS_SENSE"
"family:Pectinidae","modality:Mechanoreception","HAS_SENSE"
"family:Osteoglossidae","order:Unknown","MEMBER_OF"
"family:Osteoglossidae","modality:Photoreception","HAS_SENSE"
"family:Osteoglossidae","modality:Mechanoreception","HAS_SENSE"
"family:Osteoglossidae","modality:Chemoreception","HAS_SENSE"
"family:Momotidae","order:Coraciiformes","MEMBER_OF"
"family:Momotidae","modality:Photoreception","HAS_SENSE"
"family:Momotidae","modality:Mechanoreception","HAS_SENSE"
"family:Momotidae","modality:Chemoreception","HAS_SENSE"
"family:Pliciloricidae","order:Unknown","MEMBER_OF"
"family:Solpugidae","order:Solifugae","MEMBER_OF"
"family:Solpugidae","modality:Mechanoreception","HAS_SENSE"
"family:Solpugidae","modality:Chemoreception","HAS_SENSE"
"family:Chalinidae","order:Unknown","MEMBER_OF"
"family:Chalinidae","modality:Mechanoreception","HAS_SENSE"
"family:Chalinidae","modality:Chemoreception","HAS_SENSE"
"family:Perlidae","order:Plecoptera","MEMBER_OF"
"family:Perlidae","modality:Photoreception","HAS_SENSE"
"family:Perlidae","modality:Mechanoreception","HAS_SENSE"
"family:Perlidae","modality:Chemoreception","HAS_SENSE"
"family:Dactylogyridae","order:Monogenea","MEMBER_OF"
"family:Coliidae","order:Coliiformes","MEMBER_OF"
"family:Coliidae","modality:Photoreception","HAS_SENSE"
"family:Coliidae","modality:Mechanoreception","HAS_SENSE"
"family:Coliidae","modality:Chemoreception","HAS_SENSE"
"family:Chthoniidae","order:Pseudoscorpiones","MEMBER_OF"
"family:Chthoniidae","modality:Mechanoreception","HAS_SENSE"
"family:Chthoniidae","modality:Chemoreception","HAS_SENSE"
"family:Callyspongiidae","order:Haplosclerida","MEMBER_OF"
"family:Callyspongiidae","modality:Chemoreception","HAS_SENSE"
"family:Callyspongiidae","modality:Mechanoreception","HAS_SENSE"
"family:Salifidae","order:Arhynchobdellida","MEMBER_OF"
"family:Salifidae","modality:Mechanoreception","HAS_SENSE"
"family:Salifidae","modality:Chemoreception","HAS_SENSE"
"family:Salifidae","modality:Photoreception","HAS_SENSE"
"family:Delphinidae","modality:Photoreception","HAS_SENSE"
"family:Delphinidae","modality:Mechanoreception","HAS_SENSE"
"family:Delphinidae","modality:echolocation","HAS_SENSE"
"family:Nemacheilidae","order:Cypriniformes","MEMBER_OF"
"family:Nemacheilidae","modality:Photoreception","HAS_SENSE"
"family:Nemacheilidae","modality:Mechanoreception","HAS_SENSE"
"family:Nemacheilidae","modality:Chemoreception","HAS_SENSE"
"family:Darwinellidae","order:Dendroceratida","MEMBER_OF"
"family:Darwinellidae","modality:Mechanoreception","HAS_SENSE"
"family:Darwinellidae","modality:Chemoreception","HAS_SENSE"
"family:Entalinidae","order:Gadilida","MEMBER_OF"
"family:Entalinidae","modality:Mechanoreception","HAS_SENSE"
"family:Entalinidae","modality:Chemoreception","HAS_SENSE"
"family:Hirudisomatidae","order:Polyzoniida","MEMBER_OF"
"family:Hirudisomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Hirudisomatidae","modality:Chemoreception","HAS_SENSE"
"family:Cetomimidae","order:Beryciformes","MEMBER_OF"
"family:Cetomimidae","modality:Mechanoreception","HAS_SENSE"
"family:Cetomimidae","modality:Chemoreception","HAS_SENSE"
"family:Ardeidae","order:Unknown","MEMBER_OF"
"family:Ardeidae","modality:Photoreception","HAS_SENSE"
"family:Ardeidae","modality:Mechanoreception","HAS_SENSE"
"family:Apteronotidae","order:Gymnotiformes","MEMBER_OF"
"family:Apteronotidae","modality:Electroreception","HAS_SENSE"
"family:Apteronotidae","modality:Photoreception","HAS_SENSE"
"family:Apteronotidae","modality:Mechanoreception","HAS_SENSE"
"family:Apteronotidae","modality:Chemoreception","HAS_SENSE"
"family:Chiridotidae","order:Apodida","MEMBER_OF"
"family:Chiridotidae","modality:Mechanoreception","HAS_SENSE"
"family:Chiridotidae","modality:Chemoreception","HAS_SENSE"
"family:Myctophidae","order:Myctophiformes","MEMBER_OF"
"family:Myctophidae","modality:Photoreception","HAS_SENSE"
"family:Myctophidae","modality:bioluminescence","HAS_SENSE"
"family:Myctophidae","modality:Mechanoreception","HAS_SENSE"
"family:Myctophidae","modality:Chemoreception","HAS_SENSE"
"family:Tetraodontidae","order:Tetraodontiformes","MEMBER_OF"
"family:Tetraodontidae","modality:Photoreception","HAS_SENSE"
"family:Tetraodontidae","modality:Chemoreception","HAS_SENSE"
"family:Tetraodontidae","modality:Mechanoreception","HAS_SENSE"
"family:Hydrobiidae","order:Littorinimorpha","MEMBER_OF"
"family:Hydrobiidae","modality:Chemoreception","HAS_SENSE"
"family:Hydrobiidae","modality:Mechanoreception","HAS_SENSE"
"family:Xenidae","order:Strepsiptera","MEMBER_OF"
"family:Grylloblattidae","order:Notoptera (or Grylloblattodea)","MEMBER_OF"
"family:Grylloblattidae","modality:Mechanoreception","HAS_SENSE"
"family:Grylloblattidae","modality:Chemoreception","HAS_SENSE"
"family:Catostylidae","order:Unknown","MEMBER_OF"
"family:Catostylidae","modality:Mechanoreception","HAS_SENSE"
"family:Catostylidae","modality:Chemoreception","HAS_SENSE"
"family:Octopodidae","order:Octopoda","MEMBER_OF"
"family:Octopodidae","modality:Photoreception","HAS_SENSE"
"family:Octopodidae","modality:Chemoreception","HAS_SENSE"
"family:Turbinidae","order:Not applicable from context","MEMBER_OF"
"family:Chimaericolidae","order:Monogenea","MEMBER_OF"
"family:Chimaericolidae","modality:Chemoreception","HAS_SENSE"
"family:Chimaericolidae","modality:Mechanoreception","HAS_SENSE"
"family:Onchidiidae","order:Pulmonata","MEMBER_OF"
"family:Onchidiidae","modality:Chemoreception","HAS_SENSE"
"family:Onchidiidae","modality:Mechanoreception","HAS_SENSE"
"family:Ommastrephidae","order:Teuthida","MEMBER_OF"
"family:Ommastrephidae","modality:Photoreception","HAS_SENSE"
"family:Ommastrephidae","modality:Mechanoreception","HAS_SENSE"
"family:Stylasteridae","order:Unknown","MEMBER_OF"
"family:Stylasteridae","modality:Mechanoreception","HAS_SENSE"
"family:Stylasteridae","modality:Chemoreception","HAS_SENSE"
"family:Woodburnodontidae","order:Microbiotheria","MEMBER_OF"
"family:Rhopalonematidae","order:Unknown","MEMBER_OF"
"family:Rhopalonematidae","modality:Mechanoreception","HAS_SENSE"
"family:Canuellidae","order:Polyarthra","MEMBER_OF"
"family:Canuellidae","modality:Mechanoreception","HAS_SENSE"
"family:Canuellidae","modality:Chemoreception","HAS_SENSE"
"family:Nuttalliellidae","order:Ixodida (inferred)","MEMBER_OF"
"family:Nuttalliellidae","modality:Chemoreception","HAS_SENSE"
"family:Nuttalliellidae","modality:Mechanoreception","HAS_SENSE"
"family:Nuttalliellidae","modality:hygroreception","HAS_SENSE"
"family:Testudinellidae","order:Flosculariaceae","MEMBER_OF"
"family:Testudinellidae","modality:Mechanoreception","HAS_SENSE"
"family:Testudinellidae","modality:Chemoreception","HAS_SENSE"
"family:Gordiidae","order:Gordioidea","MEMBER_OF"
"family:Cucumariidae","order:Unknown","MEMBER_OF"
"family:Cucumariidae","modality:Mechanoreception","HAS_SENSE"
"family:Cucumariidae","modality:Chemoreception","HAS_SENSE"
"family:Megalonychidae","order:Unknown","MEMBER_OF"
"family:Megalonychidae","modality:Mechanoreception","HAS_SENSE"
"family:Megalonychidae","modality:Chemoreception","HAS_SENSE"
"family:Daphniidae","order:Anomopoda","MEMBER_OF"
"family:Daphniidae","modality:Photoreception","HAS_SENSE"
"family:Daphniidae","modality:Mechanoreception","HAS_SENSE"
"family:Daphniidae","modality:Chemoreception","HAS_SENSE"
"family:Katiannidae","order:Collembola","MEMBER_OF"
"family:Katiannidae","modality:Chemoreception","HAS_SENSE"
"family:Katiannidae","modality:Mechanoreception","HAS_SENSE"
"family:Grantiidae","order:Leucosolenida","MEMBER_OF"
"family:Grantiidae","modality:Mechanoreception","HAS_SENSE"
"family:Grantiidae","modality:Chemoreception","HAS_SENSE"
"family:Limidae","order:Limida","MEMBER_OF"
"family:Limidae","modality:Mechanoreception","HAS_SENSE"
"family:Nippotaeniidae","order:Nippotaeniidea","MEMBER_OF"
"family:Nippotaeniidae","modality:Chemoreception","HAS_SENSE"
"family:Nippotaeniidae","modality:Mechanoreception","HAS_SENSE"
"family:Didelphidae","order:Didelphimorphia","MEMBER_OF"
"family:Didelphidae","modality:Photoreception","HAS_SENSE"
"family:Didelphidae","modality:Mechanoreception","HAS_SENSE"
"family:Didelphidae","modality:Chemoreception","HAS_SENSE"
"family:Trachipteridae","order:Lampriformes","MEMBER_OF"
"family:Trachipteridae","modality:Photoreception","HAS_SENSE"
"family:Trachipteridae","modality:Mechanoreception","HAS_SENSE"
"family:Trachipteridae","modality:Chemoreception","HAS_SENSE"
"family:Odontopygidae","order:Spirostreptida","MEMBER_OF"
"family:Odontopygidae","modality:Chemoreception","HAS_SENSE"
"family:Odontopygidae","modality:Mechanoreception","HAS_SENSE"
"family:Olindiidae","order:Limnomedusae","MEMBER_OF"
"family:Olindiidae","modality:Mechanoreception","HAS_SENSE"
"family:Olindiidae","modality:Chemoreception","HAS_SENSE"
"family:Ocyropsidae","order:Ctenophora","MEMBER_OF"
"family:Apseudidae","order:Tanaidacea","MEMBER_OF"
"family:Apseudidae","modality:Mechanoreception","HAS_SENSE"
"family:Apseudidae","modality:Chemoreception","HAS_SENSE"
"family:Gammaridae","order:Amphipoda","MEMBER_OF"
"family:Gammaridae","modality:Chemoreception","HAS_SENSE"
"family:Gammaridae","modality:Mechanoreception","HAS_SENSE"
"family:Tytonidae","order:Strigiformes","MEMBER_OF"
"family:Tytonidae","modality:Photoreception","HAS_SENSE"
"family:Tytonidae","modality:Mechanoreception","HAS_SENSE"
"family:Chaudhuriidae","order:Synbranchiformes (inferred, based on relation to swamp eels)","MEMBER_OF"
"family:Chaudhuriidae","modality:Photoreception","HAS_SENSE"
"family:Chaudhuriidae","modality:Mechanoreception","HAS_SENSE"
"family:Chaudhuriidae","modality:Chemoreception","HAS_SENSE"
"family:Gosseletinidae","order:Vetigastropoda","MEMBER_OF"
"family:Gosseletinidae","modality:Chemoreception","HAS_SENSE"
"family:Gosseletinidae","modality:Mechanoreception","HAS_SENSE"
"family:Salpidae","order:Salpida","MEMBER_OF"
"family:Salpidae","modality:Mechanoreception","HAS_SENSE"
"family:Salpidae","modality:Chemoreception","HAS_SENSE"
"family:Triopsidae","order:Notostraca","MEMBER_OF"
"family:Triopsidae","modality:Photoreception","HAS_SENSE"
"family:Triopsidae","modality:Mechanoreception","HAS_SENSE"
"family:Zorotypidae","order:Zoraptera","MEMBER_OF"
"family:Zorotypidae","modality:Photoreception","HAS_SENSE"
"family:Zorotypidae","modality:Mechanoreception","HAS_SENSE"
"family:Metaniidae","order:Unknown","MEMBER_OF"
"family:Metaniidae","modality:Mechanoreception","HAS_SENSE"
"family:Metaniidae","modality:Chemoreception","HAS_SENSE"
"family:Accipitridae","modality:Photoreception","HAS_SENSE"
"family:Accipitridae","modality:Chemoreception","HAS_SENSE"
